会員ID,登録施設,性別,生まれ年,回答時の年齢,年代,都道府県,会員市町村,世帯年収,UA,回答日時,回答月,回答エリア,回答エリア2,市町村,6分類,DMO,宿泊数（全体）,宿泊数（県内）,宿泊エリア（県内）,宿泊エリア（県外）,同行者,訪問目的ALL,宿でのんびり過ごす,温泉や露天風呂,地元の美味しいものを食べる,花見や紅葉などの自然鑑賞,名所、旧跡の観光,テーマパーク（遊園地、動物園、博物館など）,買い物、アウトレット,お祭りやイベントへの参加・見物,スポーツ観戦や芸能鑑賞（コンサート等）,アウトドア（海水浴、釣り、登山など）,まちあるき、都市散策,各種体験（手作り、果物狩りなど）,スキー・スノボ、マリンスポーツ,その他スポーツ（ゴルフ、テニスなど）,ドライブ・ツーリング,友人・親戚を尋ねる,出張など仕事関係,訪問目的その他,情報収集ALL,観光展・物産展,新聞・雑誌・ガイドブック,TV・ラジオ番組やCM,観光パンフレット・ポスター,観光連盟やDMOのHP,インターネット・アプリ,Twitter,Instagram,Facebook,ブログ,友人・知人,観光協会等の案内所,タクシードライバーや地元の人,宿泊施設,情報収集その他,福井県までの交通手段ALL,自家用車,レンタカー,新幹線,在来線,飛行機,旅行会社ツアーバス,県外から訪れていない（福井県在住）,福井県までの交通手段その他,福井県内での交通手段ALL,自家用車2,レンタカー2,タクシー,在来線2,旅行会社ツアーバス2,路線バス,徒歩,レンタサイクル,福井県内での交通手段その他,福井県内での交通手段の満足度,福井県内での交通手段の満足度の理由,宿泊費,交通費,県内消費額,エリア訪問回数,アンケート回答前に訪問した主な場所,アンケート回答前に訪問した主な場所FA,アンケート回答後に訪問する予定の主な場所,アンケート回答後に訪問する予定の主な場所FA,エリア総消費額,満足度,満足度の理由,不便さ,不便さの内容,NPS,推奨項目,施設に求めるもの,今後の来訪意向
107669,web,女,1991,31,30代,福井県,福井市,400万円以上 500万円未満,mobile/iphone,44741.44624,6月,福井駅前 エリア,04.福井駅前 エリア,福井市,福井市・永平寺町,0,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,親,"ドライブ・ツーリング
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"友人・知人
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
徒歩
",1,0,0,0,0,0,1,0,0,,,"5,000円以上 10,000円未満","1,000円以上 3,000円未満","1,000円以上 3,000円未満",11回目以上,選択なし/該当施設なし,,選択なし/該当施設なし,,"1,000円以上 3,000円未満",とても満足,,感じなかった,,9,,,福井県在住
107912,一乗谷朝倉氏遺跡 エリア,女,1956,66,60代,広島県,広島市東区,分からない/無回答,mobile/iphone,44741.41112,6月,一乗谷朝倉氏遺跡 エリア,01.一乗谷朝倉氏遺跡 エリア,福井市,福井市・永平寺町,0,2泊,1泊,三国・あわらエリア（あわら市・坂井市）,兵庫県,夫婦2人,"宿でのんびり過ごす
温泉や露天風呂
地元の美味しいものを食べる
名所、旧跡の観光
",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"新聞・雑誌・ガイドブック
観光パンフレット・ポスター
インターネット・アプリ
宿泊施設
",0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,"10,000円以上 20,000円未満","10,000円以上 20,000円未満","5,000円以上 10,000円未満",初めて,大本山永平寺,,選択なし/該当施設なし,兵庫県竹野海岸,"1,000円以上 3,000円未満",とても満足,自然の中にある遺跡が風情があり、栄枯盛衰の歴史を感じることができたから。,感じなかった,,9,"永平寺も朝倉氏遺跡も素晴らしかった。
自然と歴史を感じ、風情を満喫出来たから。",ちょうどレストランが定休日で残念でした。,また行きたい（1年以内）
107913,北前船主の館 右近家 エリア,女,1993,29,20代,岐阜県,美濃加茂市,700万円以上 800万円未満,mobile/android,44741.407,6月,北前船主の館 右近家 エリア,44.北前船主の館 右近家 エリア,南越前町,丹南,0,1泊,1泊,越前エリア（越前市・越前町・鯖江市・池田町・南越前町）,福井県外には宿泊しない,夫婦2人,"アウトドア（海水浴、釣り、登山など）
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"観光展・物産展
観光協会等の案内所
",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,満足,美味しいものが食べれて、沢山海で遊べてとてもたのしかったです。,"10,000円以上 20,000円未満","5,000円以上 10,000円未満","10,000円以上 20,000円未満",初めて,小浜市水産食品センター（若狭小浜お魚センター）,ダイビングハウスシーモア,選択なし/該当施設なし,,使わない,満足,初めて伺いましたが、よかった。,感じなかった,,10,"美味しいものがたべられる越前がすき。
毎回楽しく過ごすことができる場所なので。",,また行きたい（1年以内）
107911,道の駅「九頭竜」 エリア,男,1987,35,30代,福井県,坂井市,700万円以上 800万円未満,mobile/android,44741.38571,6月,道の駅「九頭竜」 エリア,17.道の駅「九頭竜」 エリア,大野市,勝山市・大野市,0,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,自分ひとり,"ドライブ・ツーリング
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"観光パンフレット・ポスター
観光連盟やDMOのHP
Twitter
",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,"県外から訪れていない（福井県在住）
",0,0,0,0,0,0,1,0,"その他
",0,0,0,0,0,0,0,0,バイク,満足,,"1,000円未満",使わない,"1,000円未満",2～5回目,選択なし/該当施設なし,,道の駅「禅の里」,,"1,000円未満",満足,,感じなかった,,10,,,福井県在住
107910,うみんぴあ大飯 エリア,女,1960,62,60代,京都府,木津川市,100万円以上 200万円未満,mobile/android,44741.37987,6月,うみんぴあ大飯 エリア,64.うみんぴあ大飯 エリア,おおい町,嶺南西部,0,1泊,1泊,嶺南エリア（敦賀市・美浜町・若狭町・小浜市・おおい町・高浜町）,福井県外には宿泊しない,小学生以下連れの家族,"友人・親戚を尋ねる
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,使わない,"3,000円以上 5,000円未満","1,000円以上 3,000円未満",初めて,選択なし/該当施設なし,,選択なし/該当施設なし,,"1,000円未満",満足,無料の工作体験や、格安のキーホルダー体験が楽しかった。スケボーコーナーがあったので次回は持ってきて孫にやらせたい。,感じなかった,,8,涼しくて水の綺麗な瓜割りの滝。鯉のえさやりも小学生が楽しめた。,まだ一部しか、みてないので今度端から端まで歩きたい。,また行きたい（1年以内）
100560,越前そばの里,女,1974,48,40代,奈良県,生駒市,800万円以上 900万円未満,mobile/android,44741.35532,6月,福井駅前 エリア,04.福井駅前 エリア,福井市,福井市・永平寺町,0,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,滋賀県,中学生以上連れの家族,"買い物、アウトレット
",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"その他
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,買い物,"県外から訪れていない（福井県在住）
",0,0,0,0,0,0,1,0,"徒歩
その他
",0,0,0,0,0,0,1,0,えちぜん鉄道,どちらでもない,いつも利用している,"5,000円以上 10,000円未満","1,000円未満","5,000円以上 10,000円未満",11回目以上,選択なし/該当施設なし,,北の庄城址・柴田公園,,"5,000円以上 10,000円未満",とても不満,"アオッサ、ハピリン
行政の事務所ばかり。
福井駅前にホテル付きの巨大なイオンモールを誘致してもらいたかった。
公共交通を使って若者が駅前に来るようになったと思う。娘達は、金沢や、わざわざ他県のイオンやアウトレットに行っている。",感じなかった,,10,駅前は楽しくないが、ドライブには最適な観光地だと思う。,,福井県在住
107908,あわら温泉 エリア,女,1966,56,50代,石川県,金沢市,500万円以上 600万円未満,mobile/android,44741.32159,6月,あわら温泉 エリア,11.あわら温泉 エリア,あわら市,あわら市・坂井市,0,1泊,1泊,三国・あわらエリア（あわら市・坂井市）,福井県外には宿泊しない,その他家族,"温泉や露天風呂
地元の美味しいものを食べる
",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"インターネット・アプリ
友人・知人
",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,"10,000円以上 20,000円未満","1,000円未満","5,000円以上 10,000円未満",2～5回目,選択なし/該当施設なし,,選択なし/該当施設なし,,"20,000円以上 30,000円未満",満足,料理が美味しく、人が優しいい。自然ゆたか、道の駅には野菜果物も充実していて面白い,感じなかった,,8,温泉のお湯も肌に馴染んでとても良かった。お料理盛り付け、綺麗で美味しく、良かったから。,,また行きたい（1年以内）
107909,越前そばの里 エリア,女,1979,43,40代,福井県,越前市,100万円未満,mobile/iphone,44741.31852,6月,越前そばの里 エリア,29.越前そばの里 エリア,越前市,丹南,0,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,夫婦2人,"地元の美味しいものを食べる
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"インターネット・アプリ
友人・知人
",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"県外から訪れていない（福井県在住）
",0,0,0,0,0,0,1,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,"3,000円以上 5,000円未満","1,000円未満","3,000円以上 5,000円未満",11回目以上,選択なし/該当施設なし,,選択なし/該当施設なし,,"1,000円以上 3,000円未満",とても満足,,感じなかった,,10,どこよりも蕎麦が一番美味しい！,焼き鯖寿司がすぐ売り切れて残念です,福井県在住
107906,道の駅「越前」 エリア,男,1968,54,50代,愛知県,小牧市,400万円以上 500万円未満,mobile/iphone,44741.29238,6月,道の駅「越前」 エリア,38.道の駅「越前」 エリア,越前町,丹南,0,2泊,2泊,越前エリア（越前市・越前町・鯖江市・池田町・南越前町）,福井県外には宿泊しない,中学生以上連れの家族,"温泉や露天風呂
アウトドア（海水浴、釣り、登山など）
",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"新聞・雑誌・ガイドブック
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
在来線
",1,0,0,1,0,0,0,0,"自家用車
徒歩
",1,0,0,0,0,0,1,0,0,どちらでもない,,"3,000円以上 5,000円未満","5,000円以上 10,000円未満","5,000円以上 10,000円未満",11回目以上,若狭和田ビーチ,,選択なし/該当施設なし,,"1,000円以上 3,000円未満",とても満足,,感じなかった,,10,,,また行きたい（1年以内）
107905,道の駅「若狭おばま」 エリア,女,1957,65,60代,京都府,亀岡市,300万円以上 400万円未満,mobile/iphone,44741.0523,6月,道の駅「若狭おばま」 エリア,51.道の駅「若狭おばま」 エリア,小浜市,嶺南西部,(株)まちづくり小浜,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,夫婦2人,"地元の美味しいものを食べる
名所、旧跡の観光
ドライブ・ツーリング
",0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"新聞・雑誌・ガイドブック
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,使わない,"5,000円以上 10,000円未満","5,000円以上 10,000円未満",初めて,選択なし/該当施設なし,,道の駅「三方五湖」,,"1,000円以上 3,000円未満",満足,,感じなかった,,8,三方五湖の景観の美しさ,,機会があれば行きたい
107901,東尋坊 エリア,男,1970,52,50代,福井県,福井市,700万円以上 800万円未満,mobile/android,44740.96358,6月,東尋坊 エリア,06.東尋坊 エリア,坂井市,あわら市・坂井市,(一社)DMOさかい観光局,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,小学生以下連れの家族,"地元の美味しいものを食べる
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,とても満足,,"5,000円以上 10,000円未満","5,000円以上 10,000円未満","3,000円以上 5,000円未満",2～5回目,選択なし/該当施設なし,,選択なし/該当施設なし,,"1,000円以上 3,000円未満",満足,,感じなかった,,5,,,
107899,福井駅前 エリア,男,1963,59,50代,福井県,福井市,300万円以上 400万円未満,mobile/android,44740.78169,6月,福井駅前 エリア,04.福井駅前 エリア,福井市,福井市・永平寺町,0,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,自分ひとり,"出張など仕事関係
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
徒歩
",1,0,0,0,0,0,1,0,0,,,使わない,使わない,使わない,11回目以上,選択なし/該当施設なし,,選択なし/該当施設なし,,使わない,どちらでもない,,感じた,,2,,,福井県在住
107898,レインボーライン エリア,女,1958,64,60代,三重県,桑名市,200万円以上 300万円未満,pc/others,44740.76951,6月,レインボーライン エリア,59.レインボーライン エリア,美浜町,嶺南東部,三方五湖DMO(株),1泊,1泊,嶺南エリア（敦賀市・美浜町・若狭町・小浜市・おおい町・高浜町）,福井県外には宿泊しない,夫婦と兄,"宿でのんびり過ごす
温泉や露天風呂
地元の美味しいものを食べる
ドライブ・ツーリング
",1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"観光パンフレット・ポスター
宿泊施設
",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,選択肢なし,,"5,000円以上 10,000円未満","5,000円以上 10,000円未満","3,000円以上 5,000円未満",初めて,熊川宿,,選択なし/該当施設なし,,"1,000円以上 3,000円未満",どちらでもない,きが茂っていて景色がよく見えなかった,感じなかった,,7,,,また行きたい（1年以内）
107897,道の駅「越前」 エリア,男,1959,63,60代,福井県,越前市,300万円以上 400万円未満,mobile/android,44740.76641,6月,道の駅「越前」 エリア,38.道の駅「越前」 エリア,越前町,丹南,0,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,夫婦2人,"温泉や露天風呂
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"県外から訪れていない（福井県在住）
",0,0,0,0,0,0,1,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,使わない,使わない,"1,000円未満",2～5回目,選択なし/該当施設なし,,選択なし/該当施設なし,,"1,000円未満",満足,駐車場が広い,感じた,店舗が早く閉まる。,8,温泉の質が良い,,福井県在住
107871,熊川宿 エリア,男,1949,73,70代,三重県,桑名市,100万円以上 200万円未満,pc/others,44740.75837,6月,レインボーライン エリア,59.レインボーライン エリア,美浜町,嶺南東部,三方五湖DMO(株),1泊,1泊,嶺南エリア（敦賀市・美浜町・若狭町・小浜市・おおい町・高浜町）,福井県外には宿泊しない,夫婦2人と兄,"その他
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,兄の誕生祝,"その他
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,兄からの提案,"その他
",0,0,0,0,0,0,0,兄は在来線,"自家用車
",1,0,0,0,0,0,0,0,0,,,"10,000円以上 20,000円未満","3,000円以上 5,000円未満","3,000円以上 5,000円未満",初めて,熊川宿,,道の駅「三方五湖」,,"1,000円以上 3,000円未満",満足,,感じなかった,,7,,,また行きたい（1年以内）
107876,うみんぴあ大飯 エリア,女,1974,48,40代,福井県,敦賀市,"1,000万円以上 1,200万円未満",mobile/android,44740.70948,6月,うみんぴあ大飯 エリア,64.うみんぴあ大飯 エリア,おおい町,嶺南西部,0,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,自分ひとり,"出張など仕事関係
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"その他
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,グーグルマップ,"県外から訪れていない（福井県在住）
",0,0,0,0,0,0,1,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,使わない,"3,000円以上 5,000円未満","1,000円以上 3,000円未満",2～5回目,選択なし/該当施設なし,,選択なし/該当施設なし,,"1,000円未満",満足,,感じなかった,,2,,,
100873,日本海さかな街,女,1981,41,40代,福井県,小浜市,600万円以上 700万円未満,mobile/android,44740.68299,6月,青葉山ハーバルビレッジ エリア,69.青葉山ハーバルビレッジ エリア,高浜町,嶺南西部,0,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,友人,"お祭りやイベントへの参加・見物
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"友人・知人
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"県外から訪れていない（福井県在住）
",0,0,0,0,0,0,1,0,"自家用車
",1,0,0,0,0,0,0,0,0,選択肢なし,,"1,000円以上 3,000円未満","1,000円以上 3,000円未満","1,000円以上 3,000円未満",2～5回目,選択なし/該当施設なし,日引の棚田,道の駅「シーサイド高浜」,,"1,000円以上 3,000円未満",とても満足,子どもが遊べるおもちゃ(バトミントンやボールなど)が無料で使えるようになっている！,感じなかった,,10,オムツ換えのトイレもきれい！オムツも捨てて帰られる！,,福井県在住
100873,日本海さかな街,女,1981,41,40代,福井県,小浜市,600万円以上 700万円未満,mobile/android,44740.68024,6月,きのこの森 エリア,65.きのこの森 エリア,おおい町,嶺南西部,0,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,友人,"お祭りやイベントへの参加・見物
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"友人・知人
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"県外から訪れていない（福井県在住）
",0,0,0,0,0,0,1,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,"1,000円以上 3,000円未満","1,000円以上 3,000円未満","1,000円以上 3,000円未満",2～5回目,選択なし/該当施設なし,,選択なし/該当施設なし,日向湖でお泊まり,"1,000円未満",とても満足,,感じなかった,,10,これだけのスライダーはない！親子で最高に楽しめる！,,福井県在住
